gfs_id,institution,department,collection,size,gfs_size,electronic_metadata,published_digital_records,size_comments,metadata_scope_comments,catalog_url,catalog_comments,type_of_things,places,names,dates,subjects,academic_department,division,top_category,source_id,collection_digitized,how_many_digitized_versions,collection_digitized_comments,priority
ash-japan,ASH,Eastern Art: Objects,Japan,"10,950",,Some,"8,279",,,http://jameelcentre.ashmolean.org/collection,http://www.ashmolean.org/research/,sculpture; ceramics; paintings,Japan,,3000BC-2016,"art, Japan",Art; History of Art; Oriental Studies,"Social Sciences, Humanities","objects, images",,,,,
ash-textiles,ASH,Eastern Art: Objects,Textiles,"3,500",,Some,"3,474",,,,http://www.ashmolean.org/research/,textiles,,May Hamilton Beattie,3000BC-2016,"textiles, art, art history",Art; History of Art; Oriental Studies,"Social Sciences, Humanities","objects, images",,,,,
ash-beattie-archive-photographs,ASH,Eastern Art: Archives,Beattie Archive: Photographs,"14,000",,None,0,,,,http://www.ashmolean.org/research/,photographs,,May Hamilton Beattie,1908-1997,"textiles, carpets, eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-beattie-archive-slides,ASH,Eastern Art: Archives,Beattie Archive: Slides,"15,000",,None,0,,,,http://www.ashmolean.org/research/,slides,,May Hamilton Beattie,1908-1997,"textiles, carpets, eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",image,,,,,
ash-beattie-archive-carpet-analysis-sheets,ASH,Eastern Art: Archives,Beattie Archive: Carpet analysis sheets,"15,000",,None,0,,,,http://www.ashmolean.org/research/,carpet analysis sheets,,May Hamilton Beattie,1908-1997,"textiles, carpets, eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-beattie-archive-acetatenitrate-negs-mm,ASH,Eastern Art: Archives,Beattie Archive: Acetate/nitrate negs 35mm,"1,446",,None,0,,,,http://www.ashmolean.org/research/,acetate/nitrate negatives,,May Hamilton Beattie,1908-1997,"textiles, carpets, eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-beattie-archive-documents,ASH,Eastern Art: Archives,Beattie Archive: Documents,"15,000",,None,0,,,,http://www.ashmolean.org/research/,documents,,May Hamilton Beattie,1908-1997,"textiles, carpets, eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-beattie-archive-acetatenitrate-negs-and-colour-film,ASH,Eastern Art: Archives,Beattie Archive: Acetate/nitrate negs and colour film,"1,994",,None,0,,,,http://www.ashmolean.org/research/,acetate/nitrate negatives; film,,May Hamilton Beattie,1908-1997,"textiles, carpets, eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",image,,,,,
ash-perez-part-of-beattie,ASH,Eastern Art: Archives,Perez (part of Beattie),"3,078",,None,0,,,,http://www.ashmolean.org/research/,documents; archives,,May Hamilton Beattie,1908-1997,"textiles, carpets, eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-douglas-barrett-archive,ASH,Eastern Art: Archives,Douglas Barrett Archive,11742,,None,0,,,,http://www.ashmolean.org/research/,photographs; negatives; documents; notebooks,,Douglas Barrett,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-virlette-reise,ASH,Eastern Art: Archives,Virlette Reise,87,,None,0,,,,http://www.ashmolean.org/research/,photographs; negatives,,Virlette Reise,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-mrs-wolff,ASH,Eastern Art: Archives,Mrs Wolff,84,,None,0,,,,http://www.ashmolean.org/research/,documents; archives,,Mrs Wolf,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-creswell-archive,ASH,Eastern Art: Archives,Creswell Archive,12192,,None,0,,,http://creswell.ashmus.ox.ac.uk/archive/,http://www.ashmolean.org/research/,photographs; negatives; glass plate negatives; documents,"Egypt, Iraq, Spain",K.A.C. Creswell,1650-1800,"architecture, art, Islam, Muslim Architecture",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-eugene-impey-archive,ASH,Eastern Art: Archives,Eugene Impey Archive,350,,None,0,,,,http://www.ashmolean.org/research/,photographs; lantern slides,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-hamilton-archive,ASH,Eastern Art: Archives,Hamilton Archive,"1,600",,None,0,,,,http://www.ashmolean.org/research/,books; documents; negatives; photographs; glass plate negatives,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-carswell-archive,ASH,Eastern Art: Archives,Carswell Archive,2500,,None,0,,,,http://www.ashmolean.org/research/,negatives; photographs; documents; slides,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-cohn-archive,ASH,Eastern Art: Archives,Cohn Archive,190,,None,0,,,,http://www.ashmolean.org/research/,negatives,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-hutt-archive,ASH,Eastern Art: Archives,Hutt Archive,300,,None,0,,,,http://www.ashmolean.org/research/,books; documents; photographs; negatives,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-jerusalem-archive,ASH,Eastern Art: Archives,Jerusalem Archive,unknown,,None,0,,,,http://www.ashmolean.org/research/,documents; archives,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-weiler-archive,ASH,Eastern Art: Archives,Weiler Archive,unknown,,None,0,,,,http://www.ashmolean.org/research/,documents; archives,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-harle-papers,ASH,Eastern Art: Archives,Harle Papers,unknown,,None,0,,,,http://www.ashmolean.org/research/,documents; archives,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-williamson-archive,ASH,Eastern Art: Archives,Williamson Archive,"1,000",,None,0,,,,http://www.ashmolean.org/research/,documents,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-india-luardthomas-parletthall,ASH,Eastern Art: Archives,India (Luard/Thomas/ Parlett/Hall?),1114,,None,0,,,,http://www.ashmolean.org/research/,glass plate negatives; books; documents,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-objects-from-other-collections,ASH,Eastern Art: Archives,Objects from other collections,365,,None,0,,,,http://www.ashmolean.org/research/,negatives,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-ea-loans,ASH,Eastern Art: Archives,EA loans,108,,None,0,,,,http://www.ashmolean.org/research/,negatives,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-ea-historyadmin-archive,ASH,Eastern Art: Archives,EA History/Admin archive,"6,000",,None,0,,,,http://www.ashmolean.org/research/,books; documents,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-old-research-documents-general-ea,ASH,Eastern Art: Archives,Old research documents general EA,"5,000",,None,0,,,,http://www.ashmolean.org/research/,books; documents,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-ea-photographic-archive,ASH,Eastern Art: Archives,EA Photographic Archive,"8,420",,None,0,,,,http://www.ashmolean.org/research/,lantern slides; photographs; negatives; glass plate negatives,,,[GFS to derive dates from item-level metadata],"eastern art, art",Art; History of Art; Oriental Studies,"Social Sciences, Humanities",text,,,,,
ash-greek,ASH,Heberden Coin Room: Objects                                   ,Greek,"20,000",,Some,"5,500",,,http://www.ashmolean.org/departments/heberdencoinroom/research/catalogues/,http://www.ashmolean.org/research/,coins,Greece,,600BC-400BC,"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-roman-republican,ASH,Heberden Coin Room: Objects                                   ,Roman Republican,"3,500",,None,0,,,,http://www.ashmolean.org/research/,coins,,,AD 43 - AD 410,"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-roman-provincial,ASH,Heberden Coin Room: Objects                                   ,Roman Provincial,"20,000",,Some ,"2,800",,,http://www.ashmolean.org/departments/heberdencoinroom/research/catalogues/,http://www.ashmolean.org/research/,coins,,,AD 43 - AD 411,"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-roman-imperial,ASH,Heberden Coin Room: Objects                                   ,Roman Imperial,"45,000",,Some,"2,000",,,http://www.ashmolean.org/departments/heberdencoinroom/research/catalogues/,http://www.ashmolean.org/research/,coins,,,AD 43 - AD 412,"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-byzantine,ASH,Heberden Coin Room: Objects                                   ,Byzantine,"3,000",,None,0,,,,http://www.ashmolean.org/research/,coins,,,330-1453,"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-british-isles,ASH,Heberden Coin Room: Objects                                   ,British Isles,"16,000",,Some,"3,500",,,http://www.ashmolean.org/departments/heberdencoinroom/research/catalogues/,http://www.ashmolean.org/research/,coins,Great Britain,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-british-empire-commonwealth-america--africa,ASH,Heberden Coin Room: Objects                                   ,"British Empire, Commonwealth, America & Africa","4,500",,None,0,,,,http://www.ashmolean.org/research/,coins,,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-continental-europe,ASH,Heberden Coin Room: Objects                                   ,Continental Europe,"12,000",,None,0,,,,http://www.ashmolean.org/research/,coins,Europe,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-islamic,ASH,Heberden Coin Room: Objects                                   ,Islamic,"13,000",,None,0,,,,http://www.ashmolean.org/research/,coins,,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-indian-subcontinent,ASH,Heberden Coin Room: Objects                                   ,Indian Subcontinent,"25,000",,None,0,,,,http://www.ashmolean.org/research/,coins,India,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-east-asia,ASH,Heberden Coin Room: Objects                                   ,East Asia,"15,000",,None,0,,,,http://www.ashmolean.org/research/,coins,,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-medals,ASH,Heberden Coin Room: Objects                                   ,Medals,"20,000",,None,0,,,,http://www.ashmolean.org/research/,coins; medals,,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-tokens--jetons,ASH,Heberden Coin Room: Objects                                   ,Tokens & Jetons,"10,000",,None,0,,,,http://www.ashmolean.org/research/,coins; medals; tokens,,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-paper-money,ASH,Heberden Coin Room: Objects                                   ,Paper Money,"2,000",,None,0,,,,http://www.ashmolean.org/research/,coins,,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-mixed--paranumismatica,ASH,Heberden Coin Room: Objects                                   ,Mixed & Paranumismatica,100,,None,0,,,,http://www.ashmolean.org/research/,coins,,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-casts-electrotypes-and-forgeries,ASH,Heberden Coin Room: Objects                                   ,"Casts, Electrotypes and Forgeries",0,,None,0,,,,http://www.ashmolean.org/research/,coins; casts; electrotypes,,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-reserve-collections,ASH,Heberden Coin Room: Objects                                   ,Reserve Collections,0,,None,0,,,,http://www.ashmolean.org/research/,coins,,,[GFS to derive dates from item-level metadata],"coins, epigraphy",Art; History of Art; Classics,"Social Sciences, Humanities",text,,,,,
ash-ceramics,ASH,Western Art: Objects                                   ,Ceramics,"3,500",,Some,236,,,http://www.ashmolean.org/ash/objects/makegallery.php?pmu=371&mu=372&gty=brow&sec=&dtn=20&cpa=1,http://www.ashmolean.org/research/,ceramics,,,[GFS to derive dates from item-level metadata],Ceramics,History of Art; Art,Humanities,objects,,,,,
ash-drawings,ASH,Western Art: Objects                                   ,Drawings,"20,000",,Some,"5,141",,,,http://www.ashmolean.org/research/,drawings,,,[GFS to derive dates from item-level metadata],Drawing,History of Art; Art,Humanities,images,,,,,
ash-enamels,ASH,Western Art: Objects                                   ,Enamels,23,,None,0,,,,http://www.ashmolean.org/research/,enamels,,,[GFS to derive dates from item-level metadata],"Enamel, decorative arts",History of Art; Art,Humanities,objects,,,,,
ash-fans,ASH,Western Art: Objects                                   ,Fans,13,,None,0,,,,http://www.ashmolean.org/research/,fans,,,[GFS to derive dates from item-level metadata],Fans,History of Art; Art,Humanities,objects,,,,,
ash-finger-rings,ASH,Western Art: Objects                                   ,Finger Rings,436,,All,436,,,http://www.ashmolean.org/ash/objects/makesearch.php?pmu=153&mu=154,http://www.ashmolean.org/research/,finger rings,,,1400-1800,"Finger rings, jewellery ",History of Art; Art,Humanities,objects,,,,,
ash-furniture,ASH,Western Art: Objects                                   ,Furniture,100,,None,0,,,,http://www.ashmolean.org/research/,furniture,,,[GFS to derive dates from item-level metadata],Furniture,History of Art; Art,Humanities,objects,,,,,
ash-glass,ASH,Western Art: Objects                                   ,Glass,609,,None,0,,,,http://www.ashmolean.org/research/,glass,,,[GFS to derive dates from item-level metadata],Glass,History of Art; Art,Humanities,objects,,,,,
ash-gold-boxes,ASH,Western Art: Objects                                   ,Gold boxes,43,,None,0,,,,http://www.ashmolean.org/research/,gold boxes,,,[GFS to derive dates from item-level metadata],Gold boxes,History of Art; Art,Humanities,objects,,,,,
ash-instruments,ASH,Western Art: Objects                                   ,Instruments,51,,None,0,,,,http://www.ashmolean.org/research/,instruments,,,[GFS to derive dates from item-level metadata],Instruments,History of Art; Art,Humanities,objects,,,,,
ash-jewellery,ASH,Western Art: Objects                                   ,Jewellery,6,,None,0,,,,http://www.ashmolean.org/research/,jewellery,,,[GFS to derive dates from item-level metadata],Jewellery,History of Art; Art,Humanities,objects,,,,,
ash-keys,ASH,Western Art: Objects                                   ,Keys,11,,None,0,,,,http://www.ashmolean.org/research/,keys,,,[GFS to derive dates from item-level metadata],Keys,History of Art; Art,Humanities,objects,,,,,
ash-miniatures,ASH,Western Art: Objects                                   ,Miniatures,336,,None,0,,,,http://www.ashmolean.org/research/,miniatures,,,[GFS to derive dates from item-level metadata],Miniatures,History of Art; Art,Humanities,objects,,,,,
ash-paintings,ASH,Western Art: Objects                                   ,Paintings,"1,500",,All,"1,516",,,,http://www.ashmolean.org/research/,paintings,,,[GFS to derive dates from item-level metadata],Paintings,History of Art; Art,Humanities,images,,,,,
ash-photographs,ASH,Western Art: Objects                                   ,Photographs,200,,None,0,,,,http://www.ashmolean.org/research/,photographs,,,[GFS to derive dates from item-level metadata],Photographs,History of Art; Art,Humanities,images,,,,,
ash-pissarro-collection,ASH,Western Art: Objects                                   ,Pissarro Collection,"5,000",,None,0,,,,http://www.ashmolean.org/research/,paintings; drawings,,,[GFS to derive dates from item-level metadata],Pissarro,History of Art; Art,Humanities,images,,,,,
ash-prints,ASH,Western Art: Objects                                   ,Prints,"300,000",,Some,"1,469",,,,http://www.ashmolean.org/research/,prints,,,[GFS to derive dates from item-level metadata],Prints,History of Art; Art,Humanities,images,,,,,
ash-sculpture,ASH,Western Art: Objects                                   ,Sculpture,"2,500",,None,0,,,,http://www.ashmolean.org/research/,sculpture,,,[GFS to derive dates from item-level metadata],Sculpture,History of Art; Art,Humanities,objects,,,,,
ash-silver,ASH,Western Art: Objects                                   ,Silver,700,,Some,620,,,,http://www.ashmolean.org/research/,silver,,,[GFS to derive dates from item-level metadata],"Silver, decorative arts",History of Art; Art,Humanities,objects,,,,,
ash-sketchbooks-and-albums,ASH,Western Art: Objects                                   ,Sketchbooks and albums,290,,None,0,,,,http://www.ashmolean.org/research/,sketchbooks; albums,,,[GFS to derive dates from item-level metadata],Sketchbooks and albums,History of Art; Art,Humanities,images,,,,,
ash-textiles,ASH,Western Art: Objects                                   ,Textiles,68,,None,0,,,,http://www.ashmolean.org/research/,textiles,,,[GFS to derive dates from item-level metadata],Textiles,History of Art; Art,Humanities,objects,,,,,
ash-timepieces,ASH,Western Art: Objects                                   ,Timepieces,324,,Some,324,,,,http://www.ashmolean.org/research/,timepieces,,,[GFS to derive dates from item-level metadata],"Timepieces, history of science",History of Art; Art; History,Humanities,objects,,,,,
ash-wine-labels,ASH,Western Art: Objects                                   ,Wine labels,643,,None,0,,,,http://www.ashmolean.org/research/,wine labels,,,[GFS to derive dates from item-level metadata],Wine labels,History of Art; Art,Humanities,"text, image",,,,,
ash-plaster-casts,ASH,Cast Gallery: Objects,Plaster Casts,"1,000",,None,0,,,,http://www.ashmolean.org/research/,plaster casts ,,,[GFS to derive dates from item-level metadata],Plaster Casts,History of Art; Art,Humanities,objects,,,,,
ash-coin-electrotypes,ASH,Cast Gallery: Objects,coin electrotypes,100,,None,0,,,,http://www.ashmolean.org/research/,plaster casts; electrotypes; coins,,,[GFS to derive dates from item-level metadata],coin electrotypes,History of Art; Art,Humanities,objects,,,,,
ash-acquisitions-pre-,ASH,Western Art: Archives,Acquisitions pre-1900,750,,None,0,15 box files,,,http://www.ashmolean.org/research/,archives; manuscripts; correspondence; notes; typescripts; newspaper cuttings; ephemera,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-andrade-lists,ASH,Western Art: Archives,Andrade Lists,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,correspondence,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-back-up-of-registers,ASH,Western Art: Archives,Back-up of Registers,250,,None,0,5 box files,,,http://www.ashmolean.org/research/,documents,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-bequests-large-drawings--prints,ASH,Western Art: Archives,Bequests (Large) Drawings & Prints,100,,None,0,2 box files,,,http://www.ashmolean.org/research/,documents,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-rap-bevan-gift,ASH,Western Art: Archives,R.A.P. Bevan Gift,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,correspondence,,RAP BEvan,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-box-files-after-hill-collection,ASH,Western Art: Archives,"Box Files (""after Hill Collection"")",1350,,None,0,27 box files,,,http://www.ashmolean.org/research/,contact prints; inventories; enamels; busts; ivories; bronzes; sculpture; medals; plaquettes; frames; furniture; textiles; crosses; clocks; watches,Italy,,[GFS to derive dates from item-level metadata],"art, history of art, Horological Society, watches, watchmaking, horology, clocks",History of Art; Art,Humanities,text,,,,,
ash-sap-boyle-bequest,ASH,Western Art: Archives,SAP Boyle Bequest,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,correspondence,,SAP Boyle,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-braikevitch-bequest,ASH,Western Art: Archives,Braikevitch Bequest,100,,None,0,2 box file,,,http://www.ashmolean.org/research/,correspondence,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-brocklebank,ASH,Western Art: Archives,Brocklebank,150,,None,0,3 box file,,,http://www.ashmolean.org/research/,correspondence,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-jn-bryson-bequest,ASH,Western Art: Archives,J.N. Bryson Bequest,200,,None,0,4 box files,,,http://www.ashmolean.org/research/,"catalogues; notes; notebooks:, photographs",,JN Bryson,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-chantry-casts-gift,ASH,Western Art: Archives,Chantry Casts Gift,50,,None,0,1 box files,,,http://www.ashmolean.org/research/,pamphlets; papers; correspondence; photographs; notebooks,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-christopher-hewett-collection,ASH,Western Art: Archives,Christopher Hewett Collection,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,papers; correspondence,,Christopher Hewett,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-cook-and-wedderburn,ASH,Western Art: Archives,Cook and Wedderburn,1950,,None,0,39 volumes,,,http://www.ashmolean.org/research/,books; documents,,"Cook, Wedderburn",[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-documents-inc-artists-letters-and-other-material,ASH,Western Art: Archives,"Documents, including artists letters, and other material",1500,,None,0,30 boxes,,,http://www.ashmolean.org/research/,documents; correspondence,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-douce-bequest,ASH,Western Art: Archives,Douce Bequest,150,,None,0,3 box files,,,http://www.ashmolean.org/research/,lists; notes; notebooks,,Francis Douce,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-exhibition-files,ASH,Western Art: Archives,Exhibition files,1650,,None,0,33 box files,,,http://www.ashmolean.org/research/,documents,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-farrer-bequest,ASH,Western Art: Archives,Farrer Bequest,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,papers; photographs,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-finch-bequest,ASH,Western Art: Archives,Finch Bequest,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,printed papers; manuscripts,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-fortnum-collection,ASH,Western Art: Archives,Fortnum Collection,1000,,None,0,4 volumes; 1 large crate; 20 other,,,http://www.ashmolean.org/research/,documents; archives,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-gerald-taylors-silver-files,ASH,Western Art: Archives,Gerald Taylor's silver files,2000,,None,0,40 boxes,,,http://www.ashmolean.org/research/,documents; archives,,Gerald Taylor,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-gifts-and-bequests,ASH,Western Art: Archives,Gifts and Bequests,50,,None,0,1 box files,,,http://www.ashmolean.org/research/,receipts; insurance policies; lists,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-grete-ring-bequest,ASH,Western Art: Archives,Grete Ring Bequest,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,drawings; correspondence; notebooks,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-hill-collection,ASH,Western Art: Archives,Hill Collection,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,miscellany,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-historic-correspondence,ASH,Western Art: Archives,Historic Correspondence,250,,None,0,5 box files,,,http://www.ashmolean.org/research/,correspondence; archives,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-historic-receipts,ASH,Western Art: Archives,Historic Receipts,500,,None,0,10 box files,,,http://www.ashmolean.org/research/,receipts,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-hope-collection,ASH,Western Art: Archives,Hope Collection,150,,None,0,3 box files,,,http://www.ashmolean.org/research/,documents; notebooks; correspondence; card index,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-jc-robinson-papers,ASH,Western Art: Archives,J.C. Robinson papers,250,,None,0,5 box files,,,http://www.ashmolean.org/research/,documents; archives,,J.C. Robinson,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-madan-gift-and-bequest,ASH,Western Art: Archives,Madan Gift and Bequest,100,,None,0,2 box files,,,http://www.ashmolean.org/research/,receipts; correspondence,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-majolica,ASH,Western Art: Archives,Majolica,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,miscellany,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-malchair-reference-photographs,ASH,Western Art: Archives,Malchair reference photographs,150,,None,0,3 box files,,,http://www.ashmolean.org/research/,photographs,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-mallet-bequest,ASH,Western Art: Archives,Mallet Bequest,50,,None,0,1 box file,,,http://www.ashmolean.org/research/,lists; photographs,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-marshall-collection,ASH,Western Art: Archives,Marshall Collection,500,,None,0,10 box files,,,http://www.ashmolean.org/research/,notebooks; handlists; wine labels; correspondence; photographs,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-painting-reference-files,ASH,Western Art: Archives,Painting reference files,75,,None,0,,,,http://www.ashmolean.org/research/,notebooks; handlists; wine labels; correspondence; photographs,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-samuel-palmer,ASH,Western Art: Archives,Samuel Palmer,12,,None,0,,,,http://www.ashmolean.org/research/,correspondence,,Samuel Palmer,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-parker-photographs-contained-loose-within-folders,ASH,Western Art: Archives,"Parker photographs, contained loose within folders","25,000",,None,0,,,,http://www.ashmolean.org/research/,photographs,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-photographic-archive-of-collection-inc-slides,ASH,Western Art: Archives,"Photographic archive of collection, inc. slides",40000,,None,0,,,,http://www.ashmolean.org/research/,photographs; slides,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-pissarro-collection-items-inc-receipts-photos-letters-documents,ASH,Western Art: Archives,"Pissarro Collection, items inc. receipts, photos, letters, documents","5,000",,None,0,,,,http://www.ashmolean.org/research/,receipts; photographs; correspondence; documents; correspondence; papers,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
ash-ray-tile-collection,ASH,Western Art: Archives,Ray Tile Collection,700,,None,0,7 large box files,,,http://www.ashmolean.org/research/,tiles,,,[GFS to derive dates from item-level metadata],"art, history of art",History of Art; Art,Humanities,text,,,,,
